,gene_name,entrez_id,ensembl_id
494,MAPKAPK5,8550,ENSG00000089022
495,BHLHE40,8553,ENSG00000134107
496,MKNK1,8569,ENSG00000079277
497,CASK,8573,ENSG00000147044
498,AKR7A2,8574,ENSG00000053371
499,RUVBL1,8607,ENSG00000175792
500,PSMG1,8624,ENSG00000183527
501,BECN1,8678,ENSG00000126581
502,MBTPS1,8720,ENSG00000140943
503,EED,8726,ENSG00000074266
504,CTNNAL1,8727,ENSG00000119326
505,RNMT,8731,ENSG00000101654
506,PEX11A,8800,ENSG00000166821
507,CREG1,8804,ENSG00000143162
508,INPP4B,8821,ENSG00000109452
509,IQGAP1,8826,ENSG00000140575
510,SOCS2,8835,ENSG00000120833
511,CFLAR,8837,ENSG00000003402
512,CDK5R1,8851,ENSG00000176749
513,ST3GAL5,8869,ENSG00000115525
514,IER3,8870,ENSG00000137331
515,SQSTM1,8878,ENSG00000161011
516,SLC5A6,8884,ENSG00000138074
517,CPNE3,8895,ENSG00000085719
518,CCNA1,8900,ENSG00000133101
519,TIMELESS,8914,ENSG00000111602
520,P4HA2,8974,ENSG00000072682
521,PLOD3,8985,ENSG00000106397
522,NOL3,8996,ENSG00000140939
523,SLC25A14,9016,ENSG00000102078
524,MPZL1,9019,ENSG00000197965
525,MAP7,9053,ENSG00000135525
526,DNAJA3,9093,ENSG00000103423
527,USP14,9097,ENSG00000101557
528,MTA1,9112,ENSG00000182979
529,PDLIM1,9124,ENSG00000107438
530,SMC3,9126,ENSG00000108055
531,PRPF4,9128,ENSG00000136875
532,CCNB2,9133,ENSG00000157456
533,CCNE2,9134,ENSG00000175305
534,SYNGR3,9143,ENSG00000127561
535,LPAR2,9170,ENSG00000064547
536,ARHGEF2,9181,ENSG00000116584
537,ZW10,9183,ENSG00000086827
538,AURKB,9212,ENSG00000178999
539,VAPB,9217,ENSG00000124164
540,NOLC1,9221,ENSG00000166197
541,UBE2L6,9246,ENSG00000156587
542,MAPKAPK2,9261,ENSG00000162889
543,CYTH1,9267,ENSG00000108669
544,ITGB1BP1,9270,ENSG00000119185
545,BCL7B,9275,ENSG00000106635
546,COPB2,9276,ENSG00000184432
547,ADGRG1,9289,ENSG00000205336
548,TM9SF2,9375,ENSG00000125304
549,MAP4K4,9448,ENSG00000071054
550,HOMER2,9455,ENSG00000103942
551,SH3BP5,9467,ENSG00000131370
552,PIGB,9488,ENSG00000069943
553,PSMF1,9491,ENSG00000125818
554,SPTLC2,9517,ENSG00000100596
555,TBPL1,9519,ENSG00000028839
556,BAG3,9531,ENSG00000151929
557,POLR1C,9533,ENSG00000171453
558,SPAG7,9552,ENSG00000091640
559,FEZ2,9637,ENSG00000171055
560,IKBKE,9641,ENSG00000263528
561,MTFR1,9650,ENSG00000066855
562,HS2ST1,9653,ENSG00000153936
563,IPO13,9670,ENSG00000117408
564,VGLL4,9686,ENSG00000144560
565,NUP93,9688,ENSG00000102900
566,UBE3C,9690,ENSG00000009335
567,EDEM1,9695,ENSG00000134109
568,TRAM2,9697,ENSG00000065308
569,CEP57,9702,ENSG00000166037
570,KIAA0100,9703,ENSG00000007202
571,HERPUD1,9709,ENSG00000051108
572,USP6NL,9712,ENSG00000148429
573,CCP110,9738,ENSG00000103540
574,MLEC,9761,ENSG00000110917
575,TATDN2,9797,ENSG00000157014
576,MRPL19,9801,ENSG00000115364
577,SCRN1,9805,ENSG00000136193
578,EFCAB14,9813,ENSG00000159658
579,KEAP1,9817,ENSG00000079999
580,MELK,9833,ENSG00000165304
581,PLEKHM1,9842,ENSG00000225190
582,C2CD5,9847,ENSG00000111731
583,KIAA0753,9851,ENSG00000198920
584,C2CD2L,9854,ENSG00000172375
585,TOMM70,9868,ENSG00000154174
586,WASHC5,9897,ENSG00000164961
587,KLHL21,9903,ENSG00000162413
588,ARNT2,9915,ENSG00000172379
589,FAM20B,9917,ENSG00000116199
590,NCAPD2,9918,ENSG00000010292
591,PAN2,9924,ENSG00000135473
592,LPGAT1,9926,ENSG00000123684
593,KIF14,9928,ENSG00000118193
594,OXSR1,9943,ENSG00000172939
595,MVP,9961,ENSG00000013364
596,DMTF1,9988,ENSG00000135164
597,GNPDA1,10007,ENSG00000113552
598,HDAC6,10013,ENSG00000094631
599,PARP2,10038,ENSG00000129484
600,MAMLD1,10046,ENSG00000013619
601,DNAJB6,10049,ENSG00000105993
602,SMC4,10051,ENSG00000113810
603,ABCC5,10057,ENSG00000114770
604,ABCB6,10058,ENSG00000115657
605,DNM1L,10059,ENSG00000087470
606,TSPAN3,10099,ENSG00000140391
607,KIF20A,10112,ENSG00000112984
608,ARL4C,10123,ENSG00000188042
609,TRAP1,10131,ENSG00000126602
610,G3BP1,10146,ENSG00000145907
611,MBNL2,10150,ENSG00000139793
612,CEBPZ,10153,ENSG00000115816
613,SLC25A13,10165,ENSG00000004864
614,SORBS3,10174,ENSG00000120896
615,RBM6,10180,ENSG00000004534
616,TXNDC9,10190,ENSG00000115514
617,TRIM13,10206,ENSG00000204977
618,TRIB1,10221,ENSG00000173334
619,MFSD10,10227,ENSG00000109736
620,SLC35B1,10237,ENSG00000121073
621,TIMM17B,10245,ENSG00000126768
622,AKAP8,10270,ENSG00000105127
623,STUB1,10273,ENSG00000103266
624,NET1,10276,ENSG00000173848
625,SMNDC1,10285,ENSG00000119953
626,PAK4,10298,ENSG00000130669
627,TNIP1,10318,ENSG00000145901
628,IKZF1,10320,ENSG00000185811
629,RXYLT1,10329,ENSG00000118600
630,HMG20B,10362,ENSG00000064961
631,MYL9,10398,ENSG00000101335
632,LYPLA1,10434,ENSG00000120992
633,PPIE,10450,ENSG00000084072
634,VAV3,10451,ENSG00000134215
635,LRRC41,10489,ENSG00000132128
636,CRTAP,10491,ENSG00000170275
637,VAT1,10493,ENSG00000108828
638,STK25,10494,ENSG00000115694
639,APPBP2,10513,ENSG00000062725
640,CHERP,10523,ENSG00000085872
641,HYOU1,10525,ENSG00000149428
642,RPP38,10557,ENSG00000152464
643,SLC35A1,10559,ENSG00000164414
644,DRAP1,10589,ENSG00000175550
645,PAICS,10606,ENSG00000128050
646,ST6GALNAC2,10610,ENSG00000070731
647,STAMBP,10617,ENSG00000124356
648,NPRL2,10641,ENSG00000114388
649,IGF2BP2,10644,ENSG00000073792
650,YKT6,10652,ENSG00000106636
651,CGRRF1,10668,ENSG00000100532
652,RRAGA,10670,ENSG00000155876
653,GNB5,10681,ENSG00000069966
654,EBP,10682,ENSG00000147155
655,CNPY3,10695,ENSG00000137161
656,YME1L1,10730,ENSG00000136758
657,TCFL5,10732,ENSG00000101190
658,KDM5B,10765,ENSG00000117139
659,POP4,10775,ENSG00000105171
660,ARPP19,10776,ENSG00000128989
661,ZNF274,10782,ENSG00000171606
662,MTHFD2,10797,ENSG00000065911
663,WASF3,10810,ENSG00000132970
664,UTP14A,10813,ENSG00000156697
665,FRS2,10818,ENSG00000166225
666,CLPX,10845,ENSG00000166855
667,PGRMC1,10857,ENSG00000101856
668,MALT1,10892,ENSG00000172175
669,CPSF4,10898,ENSG00000160917
670,BLCAP,10904,ENSG00000166619
671,TCERG1,10915,ENSG00000113649
672,RNPS1,10921,ENSG00000205937
673,TOMM34,10953,ENSG00000025772
674,PDIA5,10954,ENSG00000065485
675,MLLT11,10962,ENSG00000213190
676,EBNA1BP2,10969,ENSG00000117395
677,TMED10,10972,ENSG00000170348
678,ASCC3,10973,ENSG00000112249
679,SLC27A3,11000,ENSG00000143554
680,KIF2C,11004,ENSG00000142945
681,CCDC85B,11007,ENSG00000175602
682,TLK2,11011,ENSG00000146872
683,KDELR2,11014,ENSG00000136240
684,RAB31,11031,ENSG00000168461
685,B4GAT1,11041,ENSG00000174684
686,UBE2C,11065,ENSG00000175063
687,DUSP14,11072,ENSG00000276023
688,TOPBP1,11073,ENSG00000163781
689,PRSS23,11098,ENSG00000150687
690,PWP1,11137,ENSG00000136045
691,PKIG,11142,ENSG00000168734
692,CORO1A,11151,ENSG00000102879
693,LSM6,11157,ENSG00000164167
694,PSIP1,11168,ENSG00000164985
695,SLC2A6,11182,ENSG00000160326
696,NISCH,11188,ENSG00000010322
697,CHEK2,11200,ENSG00000183765
698,PRAF2,11230,ENSG00000243279
699,POLG2,11232,ENSG00000256525
700,CHP1,11261,ENSG00000187446
701,PNKP,11284,ENSG00000039650
702,ECD,11319,ENSG00000122882
703,DDX42,11325,ENSG00000198231
704,TWF2,11344,ENSG00000247596
705,CASC3,22794,ENSG00000108349
706,COG2,22796,ENSG00000135775
707,ATF5,22809,ENSG00000169136
708,MTF2,22823,ENSG00000143033
709,PUF60,22827,ENSG00000179950
710,RAB11FIP2,22841,ENSG00000107560
711,CLSTN1,22883,ENSG00000171603
712,FOXJ3,22887,ENSG00000198815
713,KHDC4,22889,ENSG00000132680
714,EPN2,22905,ENSG00000072134
715,SACM1L,22908,ENSG00000211456
716,ATF6,22926,ENSG00000118217
717,RPIA,22934,ENSG00000153574
718,RAB21,23011,ENSG00000080371
719,SPEN,23013,ENSG00000065526
720,FBXO21,23014,ENSG00000135108
721,RBM34,23029,ENSG00000188739
722,WDTC1,23038,ENSG00000142784
723,XPO7,23039,ENSG00000130227
724,TBC1D9B,23061,ENSG00000197226
725,RRP1B,23076,ENSG00000160208
726,MYCBP2,23077,ENSG00000005810
727,CDK19,23097,ENSG00000155111
728,GPATCH8,23131,ENSG00000186566
729,MAST2,23139,ENSG00000086015
730,DCUN1D4,23142,ENSG00000109184
731,FCHO1,23149,ENSG00000130475
732,SNX13,23161,ENSG00000071189
733,ATP11B,23200,ENSG00000058063
734,JMJD6,23210,ENSG00000070495
735,RRS1,23212,ENSG00000179041
736,RRP12,23223,ENSG00000052749
737,SYNE2,23224,ENSG00000054654
738,PDS5A,23244,ENSG00000121892
739,CAMSAP2,23271,ENSG00000118200
740,ATMIN,23300,ENSG00000166454
741,TRIM2,23321,ENSG00000109654
742,WASHC4,23325,ENSG00000136051
743,USP22,23326,ENSG00000124422
744,WDR7,23335,ENSG00000091157
745,JADE2,23338,ENSG00000043143
746,ARHGEF12,23365,ENSG00000196914
747,PPP1R13B,23368,ENSG00000088808
748,RRP8,23378,ENSG00000132275
749,NUDCD3,23386,ENSG00000015676
750,SIRT3,23410,ENSG00000142082
751,SLC35A3,23443,ENSG00000117620
752,ICMT,23463,ENSG00000116237
753,MACF1,23499,ENSG00000127603
754,SUZ12,23512,ENSG00000178691
755,KAT6B,23522,ENSG00000156650
756,NNT,23530,ENSG00000112992
757,ADAT1,23536,ENSG00000065457
758,TMEM50A,23585,ENSG00000183726
759,KLHDC2,23588,ENSG00000165516
760,ACOT9,23597,ENSG00000123130
761,SSBP2,23635,ENSG00000145687
762,NUP62,23636,ENSG00000213024
763,ARFIP2,23647,ENSG00000132254
764,LSM5,23658,ENSG00000106355
765,PLA2G15,23659,ENSG00000103066
766,CEMIP2,23670,ENSG00000135048
767,ZNF318,24149,ENSG00000171467
768,FBXO7,25793,ENSG00000100225
769,SPDEF,25803,ENSG00000124664
770,BAMBI,25805,ENSG00000095739
771,BACE2,25825,ENSG00000182240
772,COG4,25839,ENSG00000103051
773,MPC2,25874,ENSG00000143158
774,CLIC4,25932,ENSG00000169504
775,C2CD2,25966,ENSG00000157617
776,TIPARP,25976,ENSG00000163659
777,TSKU,25987,ENSG00000182704
778,RNF167,26001,ENSG00000108523
779,LRP10,26020,ENSG00000197324
780,ZNF451,26036,ENSG00000112200
781,SENP6,26054,ENSG00000112701
782,RAI14,26064,ENSG00000039560
783,TES,26136,ENSG00000135269
784,PHGDH,26227,ENSG00000092621
785,MYCBP,26292,ENSG00000214114
786,CHIC2,26511,ENSG00000109220
787,TIMM9,26520,ENSG00000100575
788,AKAP8L,26993,ENSG00000011243
789,ATP2C1,27032,ENSG00000017260
790,TRAPPC3,27095,ENSG00000054116
791,TNFRSF21,27242,ENSG00000146072
792,SESN1,27244,ENSG00000080546
793,HTATSF1,27336,ENSG00000102241
794,TMEM97,27346,ENSG00000109084
795,BZW2,28969,ENSG00000136261
796,CHMP4A,29082,ENSG00000254505
797,GTPBP8,29083,ENSG00000163607
798,DNAJC15,29103,ENSG00000120675
799,PACSIN3,29763,ENSG00000165912
800,RBM15B,29890,ENSG00000259956
801,HOOK2,29911,ENSG00000095066
802,SNX11,29916,ENSG00000002919
803,TIMM22,29928,ENSG00000177370
804,NENF,29937,ENSG00000117691
805,UBQLN2,29978,ENSG00000188021
806,ERO1A,30001,ENSG00000197930
807,DNTTIP2,30836,ENSG00000067334
808,PIK3R4,30849,ENSG00000196455
809,HDGFL3,50810,ENSG00000166503
810,COPS7A,50813,ENSG00000111652
811,NSDHL,50814,ENSG00000147383
812,HEBP1,50865,ENSG00000013583
813,MTERF3,51001,ENSG00000156469
814,AMDHD2,51005,ENSG00000162066
815,ISOC1,51015,ENSG00000066583
816,MRPS16,51021,ENSG00000182180
817,FIS1,51024,ENSG00000214253
818,GOLT1B,51026,ENSG00000111711
819,GLOD4,51031,ENSG00000167699
820,GMNN,51053,ENSG00000112312
821,LAP3,51056,ENSG00000002549
822,NOSIP,51070,ENSG00000142546
823,DERA,51071,ENSG00000023697
824,SCCPDH,51097,ENSG00000143653
825,MRPS2,51116,ENSG00000122140
826,VPS28,51160,ENSG00000160948
827,HSD17B11,51170,ENSG00000198189
828,NUSAP1,51203,ENSG00000137804
829,SCAND1,51282,ENSG00000171222
830,CD320,51293,ENSG00000167775
831,NGRN,51335,ENSG00000182768
832,SNX7,51375,ENSG00000162627
833,ATP6V1D,51382,ENSG00000100554
834,ZNF589,51385,ENSG00000164048
835,PRKAG2,51422,ENSG00000106617
836,UBE2J1,51465,ENSG00000198833
837,EVL,51466,ENSG00000196405
838,HACD3,51495,ENSG00000074696
839,UFM1,51569,ENSG00000120686
840,LSR,51599,ENSG00000105699
841,DHRS7,51635,ENSG00000100612
842,CAB39,51719,ENSG00000135932
843,ARID4B,51742,ENSG00000054267
844,NUDT9,53343,ENSG00000170502
845,CYCS,54205,ENSG00000172115
846,TERF2IP,54386,ENSG00000166848
847,GFOD1,54438,ENSG00000145990
848,KCTD5,54442,ENSG00000167977
849,TMCO1,54499,ENSG00000143183
850,DHX29,54505,ENSG00000067248
851,EXOSC4,54512,ENSG00000178896
852,DDIT4,54541,ENSG00000168209
853,PAF1,54623,ENSG00000006712
854,P4HTM,54681,ENSG00000178467
855,SLC35F2,54733,ENSG00000110660
856,ZNF586,54807,ENSG00000083828
857,FBXL12,54850,ENSG00000127452
858,TEX10,54881,ENSG00000136891
859,YTHDF1,54915,ENSG00000149658
860,TXNL4B,54957,ENSG00000140830
861,HERC6,55008,ENSG00000138642
862,PIH1D1,55011,ENSG00000104872
863,PPP2R3C,55012,ENSG00000092020
864,FKBP14,55033,ENSG00000106080
865,CDCA4,55038,ENSG00000170779
866,PLEKHJ1,55111,ENSG00000104886
867,HEATR1,55127,ENSG00000119285
868,ANO10,55129,ENSG00000160746
869,UBR7,55148,ENSG00000012963
870,FAIM,55179,ENSG00000158234
871,ADI1,55256,ENSG00000182551
872,ABCF3,55324,ENSG00000161204
873,ENOSF1,55556,ENSG00000132199
874,CARMIL1,55604,ENSG00000079691
875,ANKRD10,55608,ENSG00000088448
876,STAP2,55620,ENSG00000178078
877,IARS2,55699,ENSG00000067704
878,NUP133,55746,ENSG00000069248
879,CNDP2,55748,ENSG00000133313
880,MINDY1,55793,ENSG00000143409
881,KDM3A,55818,ENSG00000115548
882,PECR,55825,ENSG00000115425
883,EAPP,55837,ENSG00000129518
884,CISD1,55847,ENSG00000122873
885,ZNF395,55893,ENSG00000186918
886,KLHL9,55958,ENSG00000198642
887,NPDC1,56654,ENSG00000107281
888,TM9SF3,56889,ENSG00000077147
889,DUSP22,56940,ENSG00000112679
890,COQ8A,56997,ENSG00000163050
891,CIAPIN1,57019,ENSG00000005194
892,PLSCR3,57048,ENSG00000187838
893,SCYL3,57147,ENSG00000000457
894,LYRM1,57149,ENSG00000102897
895,ZMIZ1,57178,ENSG00000108175
896,MCOLN1,57192,ENSG00000090674
897,THAP11,57215,ENSG00000168286
898,ABHD6,57406,ENSG00000163686
899,TRIB3,57761,ENSG00000101255
900,POLD4,57804,ENSG00000175482
901,SQOR,58472,ENSG00000137767
902,ENOPH1,58478,ENSG00000145293
903,PRUNE1,58497,ENSG00000143363
904,SNX6,58533,ENSG00000129515
905,FASTKD5,60493,ENSG00000215251
906,ELAC2,60528,ENSG00000006744
907,ABHD4,63874,ENSG00000100439
908,MCUR1,63933,ENSG00000050393
909,RBKS,64080,ENSG00000171174
910,ATG3,64422,ENSG00000144848
911,ZDHHC6,64429,ENSG00000023041
912,ACBD3,64746,ENSG00000182827
913,CERK,64781,ENSG00000100422
914,NT5DC2,64943,ENSG00000168268
915,ACD,65057,ENSG00000102977
916,INTS3,65123,ENSG00000143624
917,TRAK2,66008,ENSG00000115993
918,METRN,79006,ENSG00000103260
919,ELOVL6,79071,ENSG00000170522
920,TMEM109,79073,ENSG00000110108
921,CCDC86,79080,ENSG00000110104
922,TRAPPC6A,79090,ENSG00000007255
923,CHAC1,79094,ENSG00000128965
924,MBOAT7,79143,ENSG00000125505
925,PRR15L,79170,ENSG00000167183
926,CRELD2,79174,ENSG00000184164
927,FSD1,79187,ENSG00000105255
928,TCTN1,79600,ENSG00000204852
929,CHMP6,79643,ENSG00000176108
930,NPEPL1,79716,ENSG00000215440
931,NUP85,79902,ENSG00000125450
932,TCEAL4,79921,ENSG00000133142
933,DHDDS,79947,ENSG00000117682
934,DENND2D,79961,ENSG00000162777
935,FBXO11,80204,ENSG00000138081
936,CCDC92,80212,ENSG00000119242
937,COASY,80347,ENSG00000068120
938,WDR61,80349,ENSG00000140395
939,TSEN2,80746,ENSG00000154743
940,PRR7,80758,ENSG00000131188
941,ITFG1,81533,ENSG00000129636
942,GDPD5,81544,ENSG00000158555
943,GRWD1,83743,ENSG00000105447
944,ARID5B,84159,ENSG00000150347
945,TUBB6,84617,ENSG00000176014
946,PSRC1,84722,ENSG00000134222
947,ADO,84890,ENSG00000181915
948,MICALL1,85377,ENSG00000100139
949,UBE3B,89910,ENSG00000151148
950,JPT2,90861,ENSG00000206053
951,SLC25A46,91137,ENSG00000164209
952,COG7,91949,ENSG00000168434
953,MAPK1IP1L,93487,ENSG00000168175
954,TBC1D31,93594,ENSG00000156787
955,RPL39L,116832,ENSG00000163923
956,CANT1,124583,ENSG00000171302
957,WIPF2,147179,ENSG00000171475
958,TICAM1,148022,ENSG00000127666
959,TXLNA,200081,ENSG00000084652
960,SPRED2,200734,ENSG00000198369
961,EML3,256364,ENSG00000149499
962,STIMATE,375346,ENSG00000213533
